,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,label,popularity,artist_followers
127,0.354,0.0179,1,-24.846,1,0.0385,0.982,0.906,0.0831,0.0381,61.202,1EGFCxKCQ3isMnlPzEW8G1,spotify:track:1EGFCxKCQ3isMnlPzEW8G1,334053,4,classic,51,2800565
128,0.59,0.00399,7,-36.497,1,0.242,0.996,0.946,0.0683,0.182,74.381,7kTVe6XhIveidvkt8nb7jK,spotify:track:7kTVe6XhIveidvkt8nb7jK,219760,3,classic,56,669546
129,0.441,0.319,3,-13.99,1,0.0392,0.829,0.0,0.0765,0.671,99.419,3nxaPqAOxUxkLhIhbvmv4t,spotify:track:3nxaPqAOxUxkLhIhbvmv4t,453507,4,classic,49,3708649
130,0.237,0.0606,7,-22.569,1,0.0374,0.91,0.939,0.131,0.256,136.284,07xafomqQcYmFJbr4jpfHa,spotify:track:07xafomqQcYmFJbr4jpfHa,179893,4,classic,40,477002
131,0.375,0.121,0,-23.44,1,0.0406,0.984,0.871,0.0984,0.453,147.398,0Gh45IbIKOG9IucFfrZqLT,spotify:track:0Gh45IbIKOG9IucFfrZqLT,424307,4,classic,41,538259
132,0.102,0.0259,8,-30.196,0,0.0444,0.964,0.864,0.0972,0.0319,90.128,1oMtwEc8xjDTNarCsMlI8B,spotify:track:1oMtwEc8xjDTNarCsMlI8B,644333,4,classic,0,1313212
133,0.444,0.116,4,-23.172,0,0.041,0.977,0.868,0.0862,0.512,150.319,06am46cX3Z6YlSsg0TyVHA,spotify:track:06am46cX3Z6YlSsg0TyVHA,145613,4,classic,49,1159118
134,0.106,0.227,3,-15.286,1,0.0462,0.877,0.738,0.112,0.0391,59.94,1t4F79zRBJTwZAzmbO1LI0,spotify:track:1t4F79zRBJTwZAzmbO1LI0,530280,4,classic,43,48811
135,0.159,0.0401,7,-27.516,1,0.0446,0.984,0.76,0.156,0.106,106.239,67TCAXIe154ZGDNaWceqxC,spotify:track:67TCAXIe154ZGDNaWceqxC,462627,4,classic,48,538259
136,0.548,0.208,1,-21.278,1,0.0421,0.764,0.22,0.0929,0.79,144.352,4ZP3UMVksKg07IeeAjHkEy,spotify:track:4ZP3UMVksKg07IeeAjHkEy,230507,3,classic,52,2063392
137,0.0874,0.0474,4,-23.13,0,0.0532,0.924,0.768,0.149,0.0331,72.393,7wvy3ROg2vEJyWgjDvMD8m,spotify:track:7wvy3ROg2vEJyWgjDvMD8m,236827,3,classic,41,15245
138,0.191,0.0946,10,-25.59,1,0.037,0.99,0.933,0.101,0.348,111.21,1Q9JMojxHHF6JbEJAKJLgj,spotify:track:1Q9JMojxHHF6JbEJAKJLgj,100347,4,classic,43,40779
139,0.36,0.196,6,-13.706,1,0.037,0.961,6.05e-06,0.0911,0.401,118.233,30CNRidKfNGwImhmvHpUS0,spotify:track:30CNRidKfNGwImhmvHpUS0,143573,5,classic,0,552923
140,0.129,0.00212,7,-43.738,0,0.0417,0.866,0.662,0.082,0.039,99.253,1CDEWKmyRTPWWa7uIKVSU4,spotify:track:1CDEWKmyRTPWWa7uIKVSU4,208067,3,classic,41,84830
141,0.123,0.225,4,-16.798,1,0.0351,0.73,0.509,0.0658,0.055,78.132,0mTUTkFQ2MxmUHFL8EdfeR,spotify:track:0mTUTkFQ2MxmUHFL8EdfeR,192453,3,classic,46,305626
142,0.11,0.128,2,-21.281,1,0.0458,0.979,0.871,0.368,0.0398,81.059,0iEIVX3DPGPX3ESUEXNsQv,spotify:track:0iEIVX3DPGPX3ESUEXNsQv,649200,3,classic,39,48811
143,0.194,0.101,11,-21.772,1,0.048,0.931,0.714,0.221,0.074,91.74,5UUNrbwbYIkNshq22NNKrX,spotify:track:5UUNrbwbYIkNshq22NNKrX,266733,3,classic,42,21194
144,0.24,0.0834,6,-29.545,0,0.0499,0.978,0.944,0.0804,0.188,169.621,4VVEfBXep7FdOt524jkfLF,spotify:track:4VVEfBXep7FdOt524jkfLF,159320,4,classic,51,5221
145,0.405,0.318,9,-17.14,1,0.0565,0.938,0.723,0.284,0.342,151.434,7hOLwSaTSkrqxSMzj4bXI1,spotify:track:7hOLwSaTSkrqxSMzj4bXI1,424653,4,classic,50,10961
146,0.291,0.0981,8,-23.156,1,0.0398,0.95,0.865,0.275,0.194,138.168,1uARLLfeQPlBf1jSN4P0yK,spotify:track:1uARLLfeQPlBf1jSN4P0yK,249640,4,classic,0,323614
147,0.0992,0.226,9,-14.84,0,0.0339,0.937,0.903,0.183,0.0605,79.518,53ann6bENp7BF8uklrzQAp,spotify:track:53ann6bENp7BF8uklrzQAp,256493,4,classic,52,192857
0,0.159,0.0397,7,-23.837,1,0.0453,0.964,0.847,0.119,0.0749,92.65,5EGQC8qSbx5xQD8dlat1R3,spotify:track:5EGQC8qSbx5xQD8dlat1R3,219693,4,classic,50,73534
1,0.235,0.0231,1,-25.674,1,0.0407,0.984,0.935,0.125,0.0393,69.217,3PkHY26Ua6b4excwJF4BJV,spotify:track:3PkHY26Ua6b4excwJF4BJV,389166,3,classic,40,2800565
2,0.218,0.0152,4,-26.712,0,0.0398,0.825,0.111,0.0977,0.0397,138.911,55y9ce2JfstanLCafsrtwx,spotify:track:55y9ce2JfstanLCafsrtwx,530549,4,classic,35,4484125
3,0.253,0.0195,2,-30.795,0,0.0415,0.991,0.884,0.0702,0.162,70.553,2MtA39EOxz5Cv2ub9HPatZ,spotify:track:2MtA39EOxz5Cv2ub9HPatZ,178253,4,classic,35,62479
4,0.215,0.00635,6,-28.122,0,0.0414,0.983,0.875,0.0993,0.114,66.989,7A5dYneDw3MosZYSGSkMzC,spotify:track:7A5dYneDw3MosZYSGSkMzC,259353,3,classic,37,4631771
5,0.266,0.159,7,-15.799,1,0.0428,0.909,0.28,0.0824,0.0384,123.158,4QpXL7upDeUJDkqtJGWaiK,spotify:track:4QpXL7upDeUJDkqtJGWaiK,489067,4,classic,31,620
6,0.29,0.492,7,-9.284,0,0.0377,0.369,0.811,0.0951,0.318,108.264,49C2DoPRXGGyjcE1hC3iOB,spotify:track:49C2DoPRXGGyjcE1hC3iOB,198140,4,classic,50,791677
7,0.222,0.015,10,-30.656,1,0.0407,0.977,0.89,0.106,0.0665,113.881,1qopbkJ8dow2t6XobK0YUm,spotify:track:1qopbkJ8dow2t6XobK0YUm,198040,4,classic,29,2800565
8,0.443,0.295,9,-17.8,1,0.0687,0.992,0.791,0.0818,0.886,123.299,7LqCLnxc1uZAjnZ9IIXnrx,spotify:track:7LqCLnxc1uZAjnZ9IIXnrx,226000,3,classic,28,3708649
9,0.18,0.085,2,-23.656,0,0.0444,0.989,0.781,0.285,0.0315,129.205,4Dk0dJr22QiEYfcDIMlx7K,spotify:track:4Dk0dJr22QiEYfcDIMlx7K,358493,4,classic,28,23733
10,0.231,0.0228,0,-28.158,1,0.0459,0.987,0.82,0.0724,0.0315,79.953,5eSsPO2yhnH3wONeMmemOW,spotify:track:5eSsPO2yhnH3wONeMmemOW,204133,3,classic,30,477002
11,0.258,0.0776,9,-21.689,0,0.0423,0.98,0.92,0.11,0.052,87.679,3O1H0oDx8ie3oGfpkh7vjl,spotify:track:3O1H0oDx8ie3oGfpkh7vjl,311400,4,classic,30,67130
12,0.445,0.287,8,-20.439,1,0.0386,0.98,0.896,0.105,0.113,177.018,6N5jV5NGoYLeGRaY6FgWXQ,spotify:track:6N5jV5NGoYLeGRaY6FgWXQ,247797,5,classic,28,590
13,0.123,0.00349,9,-27.803,0,0.0462,0.966,0.278,0.0918,0.0421,80.008,7F2hYeuIIfLrTg7FuAPjPz,spotify:track:7F2hYeuIIfLrTg7FuAPjPz,192101,3,classic,24,492817
14,0.474,0.0981,6,-23.956,1,0.0333,0.994,0.933,0.113,0.168,116.69,5OjGCUApXFcYcDRkU0o9xJ,spotify:track:5OjGCUApXFcYcDRkU0o9xJ,193530,4,classic,38,63419
15,0.0863,0.152,9,-19.425,0,0.0407,0.864,0.784,0.1,0.04,85.218,0rUBl0Fu9Dkzv7taNrFTqa,spotify:track:0rUBl0Fu9Dkzv7taNrFTqa,171360,3,classic,34,23072
16,0.548,0.00027,4,-30.115,1,0.479,0.993,0.958,0.105,0.59,128.561,0W7s30iwtHTCrD7IYbJR9s,spotify:track:0W7s30iwtHTCrD7IYbJR9s,253027,3,classic,33,22828
17,0.225,0.164,9,-16.979,0,0.035,0.863,0.908,0.0866,0.0704,127.497,6hIAiqwxWaqdCzm1KjxfGv,spotify:track:6hIAiqwxWaqdCzm1KjxfGv,364400,4,classic,42,7376
18,0.289,0.144,4,-19.553,0,0.0375,0.491,0.91,0.117,0.0355,100.485,4kYkhUeED2IIkThEgO0FCr,spotify:track:4kYkhUeED2IIkThEgO0FCr,254227,4,classic,25,21556
19,0.19,0.0694,7,-24.396,0,0.0425,0.93,0.924,0.133,0.0396,135.782,6lrvblfgaeeRu0LqsUVnLT,spotify:track:6lrvblfgaeeRu0LqsUVnLT,238467,3,classic,25,171708
20,0.286,0.0967,2,-21.161,1,0.0476,0.973,0.000703,0.159,0.0383,85.791,39w9bKkkyPVLIJnelugtxt,spotify:track:39w9bKkkyPVLIJnelugtxt,333947,4,classic,26,384772
21,0.292,0.0913,5,-24.63,0,0.041,0.966,0.913,0.108,0.0453,128.653,2PkUDZoUyP8pwLl0nBFjbN,spotify:track:2PkUDZoUyP8pwLl0nBFjbN,247680,4,classic,32,2063392
22,0.242,0.0692,1,-22.291,1,0.0489,0.992,0.943,0.179,0.129,75.834,6caHBsmN7MtREZyd0U48ez,spotify:track:6caHBsmN7MtREZyd0U48ez,288693,1,classic,24,14830
23,0.261,0.719,11,-8.468,0,0.0486,0.0143,0.363,0.151,0.312,135.01,75yRQ1RE96bpNPhQvcOveR,spotify:track:75yRQ1RE96bpNPhQvcOveR,269765,4,classic,41,2205
24,0.4,0.469,6,-10.939,1,0.0268,0.95,0.964,0.119,0.0782,104.691,14XzQtHoqRMUeQ9IL3Pe8W,spotify:track:14XzQtHoqRMUeQ9IL3Pe8W,274973,4,classic,28,188592
25,0.181,0.0759,9,-23.548,1,0.0436,0.289,0.000203,0.0813,0.186,70.377,6dbBoV3voBJNqxNLFZos6k,spotify:track:6dbBoV3voBJNqxNLFZos6k,179360,4,classic,23,3708649
26,0.191,0.101,0,-22.547,0,0.0447,0.969,0.9,0.0975,0.039,125.081,3XQzq3w5v0lQmBJKnUjf7C,spotify:track:3XQzq3w5v0lQmBJKnUjf7C,123528,4,classic,32,160272
27,0.308,0.0782,0,-26.162,0,0.0324,0.736,0.927,0.131,0.321,69.447,2Ly85Wssb6yAn3Oar2DPcR,spotify:track:2Ly85Wssb6yAn3Oar2DPcR,255000,3,classic,25,1929
28,0.208,0.367,0,-12.204,1,0.0325,0.819,0.853,0.378,0.181,72.018,4EWj3ebv27k74KaaPJz4EH,spotify:track:4EWj3ebv27k74KaaPJz4EH,228107,4,classic,23,54
29,0.13,0.0284,0,-27.352,0,0.0556,0.981,0.882,0.0929,0.0397,87.756,0UWGbA96TH6Xt4B4z8cTQw,spotify:track:0UWGbA96TH6Xt4B4z8cTQw,318253,4,classic,24,425402
30,0.221,0.07,10,-25.274,1,0.045,0.963,0.303,0.103,0.0713,137.817,1IxE73yoWurtokeYxuP7ST,spotify:track:1IxE73yoWurtokeYxuP7ST,129427,1,classic,29,574950
31,0.199,0.0099,7,-32.823,0,0.0518,0.969,0.519,0.11,0.0366,131.129,6FdZa2ipXEDOd6Hw3wE3r6,spotify:track:6FdZa2ipXEDOd6Hw3wE3r6,122566,4,classic,31,1715
32,0.413,0.0735,5,-23.502,0,0.0381,0.991,0.942,0.119,0.221,81.745,4HTaDLoZUOLdjWIHobafCm,spotify:track:4HTaDLoZUOLdjWIHobafCm,117110,4,classic,23,17
33,0.196,0.00654,10,-34.471,1,0.0379,0.994,0.523,0.0844,0.0419,68.75,34IAxN5PPbDiysmM2XmQKC,spotify:track:34IAxN5PPbDiysmM2XmQKC,176000,4,classic,31,492817
34,0.493,0.0789,5,-25.529,1,0.0487,0.972,0.956,0.115,0.272,83.944,6llHEzajdGPNGtPrNTRLcC,spotify:track:6llHEzajdGPNGtPrNTRLcC,293840,4,classic,24,45
35,0.397,0.135,3,-18.38,1,0.0698,0.856,0.000469,0.0723,0.402,153.037,3dXKkr9qlWFPYPWs6uHpuh,spotify:track:3dXKkr9qlWFPYPWs6uHpuh,236680,4,classic,22,5857
36,0.392,0.0237,0,-28.531,1,0.0345,0.989,0.93,0.111,0.251,86.882,30Jns0IXpHq5BogIAUefNd,spotify:track:30Jns0IXpHq5BogIAUefNd,117013,4,classic,26,244
37,0.36,0.0164,7,-24.277,1,0.0373,0.952,0.917,0.108,0.136,145.85,6pUNZUVQATDNzGS0fyJL9W,spotify:track:6pUNZUVQATDNzGS0fyJL9W,182805,3,classic,38,11235
38,0.192,0.058,6,-21.949,1,0.0428,0.957,0.0371,0.145,0.0645,66.335,7mmS7rY6BseY9KoR0mxtXZ,spotify:track:7mmS7rY6BseY9KoR0mxtXZ,149440,3,classic,21,258
39,0.223,0.316,11,-18.413,0,0.0681,0.87,0.0877,0.114,0.052,121.786,4fnYMPPRqCjnQYH8HtKtEA,spotify:track:4fnYMPPRqCjnQYH8HtKtEA,517364,4,classic,23,3344
40,0.136,0.0338,3,-26.036,1,0.0553,0.98,0.885,0.109,0.148,72.982,1wk4GXUHqfvHPuPksPzRVu,spotify:track:1wk4GXUHqfvHPuPksPzRVu,315800,4,classic,23,628
41,0.254,0.109,3,-23.999,0,0.0381,0.979,0.926,0.0944,0.163,134.864,7uMjPr19OfnavaITjFjTGs,spotify:track:7uMjPr19OfnavaITjFjTGs,207991,4,classic,24,84
42,0.0785,0.0337,2,-28.948,0,0.049,0.991,0.447,0.175,0.0434,76.122,1zNunHLBKURzDgWklRD4l5,spotify:track:1zNunHLBKURzDgWklRD4l5,255280,4,classic,22,84830
43,0.337,0.209,2,-16.656,0,0.0314,0.935,0.865,0.111,0.14,89.158,4PGebnEUIwsygkPRC7sWND,spotify:track:4PGebnEUIwsygkPRC7sWND,185685,4,classic,34,355
44,0.15,0.069,2,-23.739,0,0.0527,0.977,0.0699,0.102,0.0329,77.174,407GzBeUFgGZS5kWfGo0Lw,spotify:track:407GzBeUFgGZS5kWfGo0Lw,565205,4,classic,21,123
45,0.543,0.123,5,-19.552,0,0.0469,0.984,0.923,0.124,0.159,91.626,5pPpugAQ53nI3nrAZv8zZq,spotify:track:5pPpugAQ53nI3nrAZv8zZq,202105,4,classic,44,44427
46,0.559,0.00589,4,-32.498,0,0.0603,0.995,0.955,0.0915,0.224,75.729,4aOe4HCv9AqbTxoV7QfTe7,spotify:track:4aOe4HCv9AqbTxoV7QfTe7,97000,3,classic,47,425402
47,0.315,0.0106,6,-31.428,0,0.0387,0.991,0.948,0.103,0.265,82.334,0mvf9Ruxc8S7tQ7xSxaWtr,spotify:track:0mvf9Ruxc8S7tQ7xSxaWtr,155756,4,classic,24,1689
48,0.442,0.0377,7,-23.729,0,0.0491,0.994,0.915,0.078,0.103,70.073,3boOOezPV0bUMZwGBAM1tO,spotify:track:3boOOezPV0bUMZwGBAM1tO,656500,4,classic,22,1596
49,0.263,0.349,8,-18.327,1,0.0351,0.9,0.837,0.151,0.357,148.606,6t4UGQPRZlB0sEI9SXiip0,spotify:track:6t4UGQPRZlB0sEI9SXiip0,260960,3,classic,31,31248
0,0.269,0.00229,1,-39.158,1,0.0372,0.986,0.868,0.174,0.0882,69.659,4ExtqIKNZLLmatRTVzlzFu,spotify:track:4ExtqIKNZLLmatRTVzlzFu,312813,3,classic,51,673033
1,0.277,0.0099,7,-31.727,1,0.0447,0.995,0.908,0.0608,0.189,75.941,5oc54CC6nWMJPmzsgLvYnR,spotify:track:5oc54CC6nWMJPmzsgLvYnR,312253,4,classic,51,3708649
2,0.328,0.00278,10,-38.801,1,0.0566,0.995,0.868,0.105,0.194,75.387,76wV53YHl0tGEvT3L0QzvK,spotify:track:76wV53YHl0tGEvT3L0QzvK,85907,1,classic,56,477002
5,0.227,0.00482,8,-36.351,1,0.036,0.993,0.912,0.157,0.0731,70.684,2EAgTVB2EdsMdqaqOk062L,spotify:track:2EAgTVB2EdsMdqaqOk062L,216284,5,classic,60,951541
6,0.371,0.00593,1,-32.075,1,0.0469,0.993,0.911,0.0699,0.0384,135.297,3aflqY3isjShFUHoiS1QbR,spotify:track:3aflqY3isjShFUHoiS1QbR,330840,3,classic,51,1313212
7,0.279,0.00461,2,-36.886,0,0.0439,0.989,0.982,0.0638,0.039,69.813,24cgBBhZD1cWekUqaYuqTB,spotify:track:24cgBBhZD1cWekUqaYuqTB,181547,5,classic,57,31248
8,0.335,0.0146,4,-23.818,0,0.0441,0.995,0.883,0.0838,0.0754,73.152,2DvAljfHQpHfhcGxajeiHj,spotify:track:2DvAljfHQpHfhcGxajeiHj,199375,4,classic,0,21194
9,0.392,0.0152,6,-30.684,0,0.0424,0.996,0.885,0.081,0.12,74.963,2mNQl3DEWtkrwKllwYpxi0,spotify:track:2mNQl3DEWtkrwKllwYpxi0,359464,4,classic,54,171708
11,0.217,0.0027,6,-38.644,1,0.0492,0.995,0.907,0.0956,0.229,72.034,069SOoG7uHJ2JY1QHpQFJR,spotify:track:069SOoG7uHJ2JY1QHpQFJR,147960,4,classic,47,323614
12,0.296,0.0644,7,-22.715,0,0.0405,0.994,0.879,0.0748,0.354,79.031,5nFCdayR5pAEVvQw7ZAIuQ,spotify:track:5nFCdayR5pAEVvQw7ZAIuQ,125200,4,classic,54,3708649
13,0.168,0.00571,8,-36.245,1,0.0404,0.995,0.92,0.068,0.0705,78.043,4ObQ0m7VUtrgdEwpFeCKua,spotify:track:4ObQ0m7VUtrgdEwpFeCKua,181693,3,classic,57,574950
14,0.363,0.0446,7,-33.317,0,0.0493,0.995,0.9,0.0683,0.371,101.384,5Zp1QBSyZbfggs3pf08nri,spotify:track:5Zp1QBSyZbfggs3pf08nri,233453,4,classic,50,3708649
15,0.411,0.0155,5,-28.791,0,0.0406,0.995,0.88,0.0813,0.0379,97.841,0d71p8tQDxLgdTkEHcxQyl,spotify:track:0d71p8tQDxLgdTkEHcxQyl,198493,3,classic,52,171708
16,0.448,0.0052,4,-36.512,1,0.0564,0.995,0.88,0.0698,0.0398,62.171,1juisCcrVdwoLbDWyVvNrX,spotify:track:1juisCcrVdwoLbDWyVvNrX,369027,4,classic,57,192909
17,0.457,0.0252,3,-35.116,1,0.0621,0.996,0.875,0.0975,0.168,74.137,5t0nmGyqurAFZwm2IINjEC,spotify:track:5t0nmGyqurAFZwm2IINjEC,138840,4,classic,0,3708649
18,0.448,0.00897,3,-31.071,1,0.124,0.994,0.928,0.0829,0.5,68.57,32gGCtoIqSmRPmRbWUsVaw,spotify:track:32gGCtoIqSmRPmRbWUsVaw,174221,4,classic,50,33777
19,0.36,0.00301,6,-35.441,0,0.0444,0.994,0.897,0.0557,0.18,72.892,1v3gGmcneK1QzYyBFiBXG0,spotify:track:1v3gGmcneK1QzYyBFiBXG0,301400,4,classic,59,3708649
21,0.273,0.00573,9,-39.245,1,0.0493,0.994,0.913,0.0857,0.174,91.621,2FbUitqkfxFhI4An73HzZW,spotify:track:2FbUitqkfxFhI4An73HzZW,193320,3,classic,61,951541
22,0.121,0.00488,9,-39.58,0,0.0401,0.995,0.924,0.0694,0.186,84.021,0Ck1w9drSHl9NrWV9diIXv,spotify:track:0Ck1w9drSHl9NrWV9diIXv,181040,4,classic,49,814625
23,0.272,0.0132,4,-28.85,1,0.0365,0.99,0.924,0.0875,0.0743,73.368,6VnSkysUFuLEayG0LIQlVF,spotify:track:6VnSkysUFuLEayG0LIQlVF,272133,4,classic,47,1313212
24,0.209,0.00299,2,-33.974,1,0.0491,0.992,0.955,0.104,0.039,66.685,4b59u2E74KcDuyHCRBkf5v,spotify:track:4b59u2E74KcDuyHCRBkf5v,442172,3,classic,57,951541
25,0.349,0.0167,9,-30.454,1,0.0341,0.991,0.95,0.0892,0.0527,101.681,6tJgHvmQ1KP3ctd1sdV3lB,spotify:track:6tJgHvmQ1KP3ctd1sdV3lB,221160,3,classic,41,574950
26,0.355,0.0164,3,-28.659,1,0.0396,0.995,0.926,0.0986,0.0922,67.946,00CXUMREit80f2McJsjcIz,spotify:track:00CXUMREit80f2McJsjcIz,282813,4,classic,58,441421
27,0.33,0.00274,2,-37.342,0,0.0617,0.992,0.908,0.0668,0.188,61.088,4tKmydUDl8OIeb7fioEsnl,spotify:track:4tKmydUDl8OIeb7fioEsnl,143532,4,classic,56,5722
28,0.404,0.0151,5,-35.799,1,0.0652,0.996,0.916,0.0946,0.282,134.935,7rrDSYbroZhV6aKkbYxiuG,spotify:track:7rrDSYbroZhV6aKkbYxiuG,150600,5,classic,51,492817
29,0.31,0.00761,3,-35.324,1,0.052,0.993,0.881,0.0692,0.0381,132.984,4eEn698j0FkfQZwEo5zaDA,spotify:track:4eEn698j0FkfQZwEo5zaDA,139587,4,classic,45,8048
30,0.313,0.0324,3,-29.155,0,0.0451,0.992,0.919,0.1,0.0522,127.356,6VLzm03YUeXVl3GdGyib6J,spotify:track:6VLzm03YUeXVl3GdGyib6J,182720,5,classic,53,19604
31,0.527,0.0325,10,-26.594,1,0.0359,0.995,0.882,0.113,0.187,111.15,4JWVkr5jUjylM3hMG5zvXw,spotify:track:4JWVkr5jUjylM3hMG5zvXw,255267,4,classic,57,3708649
32,0.391,0.00316,10,-36.233,1,0.0382,0.995,0.925,0.068,0.143,69.792,73kFkK74uTO8fy8yBfMrTk,spotify:track:73kFkK74uTO8fy8yBfMrTk,139760,3,classic,58,492817
33,0.487,0.022,7,-32.282,1,0.035,0.986,0.894,0.137,0.191,67.836,61NVGsaU1YXShnv2nwdJ0s,spotify:track:61NVGsaU1YXShnv2nwdJ0s,277133,3,classic,44,4817
34,0.309,0.0445,7,-27.95,0,0.0481,0.993,0.871,0.0825,0.182,87.36,675uoOAtz3TzuigX3Doe4h,spotify:track:675uoOAtz3TzuigX3Doe4h,271200,4,classic,48,1159118
35,0.357,0.0149,3,-32.65,1,0.0517,0.996,0.927,0.105,0.147,82.152,0atkoFwfqT5yYPf9e1YFrG,spotify:track:0atkoFwfqT5yYPf9e1YFrG,147655,3,classic,46,492817
36,0.322,0.0558,2,-22.639,1,0.0501,0.992,0.936,0.0818,0.0707,85.068,4yExhO3Vh6bLW32qU4DOOs,spotify:track:4yExhO3Vh6bLW32qU4DOOs,346573,4,classic,47,4631771
37,0.224,0.00647,1,-28.522,1,0.0505,0.993,0.912,0.0798,0.0393,68.105,5gOiyasbWfppG7fkNI6Byl,spotify:track:5gOiyasbWfppG7fkNI6Byl,433933,4,classic,45,2800565
38,0.341,0.0151,11,-31.534,1,0.0435,0.995,0.901,0.0943,0.0606,135.173,1xrz9rJJPVENNP4l4Jvft4,spotify:track:1xrz9rJJPVENNP4l4Jvft4,369000,4,classic,43,14277
39,0.329,0.0171,4,-30.374,1,0.0393,0.993,0.92,0.0904,0.127,65.054,7lO0GHKtEZKLZ0l32upmll,spotify:track:7lO0GHKtEZKLZ0l32upmll,287960,3,classic,49,673033
40,0.315,0.0054,11,-26.582,0,0.047,0.984,0.938,0.0842,0.109,68.602,2lZ4IicfSIP3e1vwUZ4MQj,spotify:track:2lZ4IicfSIP3e1vwUZ4MQj,535187,3,classic,46,951541
41,0.286,0.0028,8,-37.427,1,0.0462,0.995,0.912,0.127,0.123,67.505,4l5zWNPyET6PqBhxQEyKgt,spotify:track:4l5zWNPyET6PqBhxQEyKgt,324960,4,classic,47,4484125
42,0.242,0.00348,0,-32.938,0,0.0595,0.994,0.897,0.0736,0.0619,70.0,7F4LZFe1kAUEClacsL5KyA,spotify:track:7F4LZFe1kAUEClacsL5KyA,139707,3,classic,45,39641
43,0.291,0.029,11,-30.769,1,0.0574,0.995,0.894,0.0833,0.0732,69.867,2czqg4YLVDdeDIvr8rYxyc,spotify:track:2czqg4YLVDdeDIvr8rYxyc,117627,3,classic,0,78964
44,0.28,0.0385,10,-32.553,1,0.0482,0.995,0.85,0.0827,0.0926,99.631,1u7z1dbU39nz7LysjwU5uF,spotify:track:1u7z1dbU39nz7LysjwU5uF,223307,3,classic,44,19604
45,0.334,0.00732,4,-30.908,0,0.0355,0.991,0.952,0.0968,0.0964,60.171,64LTn5fTsPR0QLy7bVYl9w,spotify:track:64LTn5fTsPR0QLy7bVYl9w,241987,4,classic,59,2800565
46,0.351,0.00622,0,-33.286,0,0.0388,0.994,0.943,0.115,0.0794,66.921,6cDytuMZ5Z4iMEhK65HiHL,spotify:track:6cDytuMZ5Z4iMEhK65HiHL,223067,4,classic,55,17751
47,0.378,0.00553,4,-30.861,0,0.0759,0.995,0.946,0.0627,0.102,67.129,6StjE2hce01PzynfEkfKvo,spotify:track:6StjE2hce01PzynfEkfKvo,389280,5,classic,45,425402
48,0.378,0.0154,5,-29.74,1,0.0445,0.993,0.917,0.0794,0.0746,131.073,6HNUntao7jCtKR2cGKgqn0,spotify:track:6HNUntao7jCtKR2cGKgqn0,329627,4,classic,45,1313212
49,0.321,0.0272,3,-25.066,1,0.037,0.993,0.919,0.0947,0.0632,74.69,4h4py9AzEuUGBTJZO4ifnm,spotify:track:4h4py9AzEuUGBTJZO4ifnm,221732,4,classic,57,17751
0,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,1pZn8AX1WulW8IO338hE5D,spotify:track:1pZn8AX1WulW8IO338hE5D,207827,4,jazz,63,1629467
1,0.488,0.124,3,-13.038,1,0.0404,0.963,0.333,0.246,0.205,66.105,016HKF7A4O7tatoJ9BgZM1,spotify:track:016HKF7A4O7tatoJ9BgZM1,255960,4,jazz,55,175870
2,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,6yKkA8HzwWTZ5taIMaG4Nm,spotify:track:6yKkA8HzwWTZ5taIMaG4Nm,297320,4,jazz,59,220890
3,0.511,0.193,7,-15.148,1,0.0439,0.809,2.17e-05,0.129,0.164,116.348,4Y5fyQ5fBysC32Na5sZT3J,spotify:track:4Y5fyQ5fBysC32Na5sZT3J,305187,4,jazz,52,861099
4,0.405,0.0277,3,-21.897,1,0.033,0.97,0.535,0.114,0.279,51.059,2GIqdPK9c8npWf07kU6bqH,spotify:track:2GIqdPK9c8npWf07kU6bqH,222360,4,jazz,47,31288
5,0.425,0.0469,7,-18.612,0,0.0354,0.955,0.0,0.137,0.154,135.335,0f2489MzoisF9pKduawvce,spotify:track:0f2489MzoisF9pKduawvce,356627,4,jazz,58,2197647
6,0.474,0.0676,9,-16.101,0,0.0363,0.963,0.00291,0.14,0.248,115.713,0uPkCpuoERqrkBL06Art50,spotify:track:0uPkCpuoERqrkBL06Art50,295240,3,jazz,61,1433197
7,0.605,0.376,5,-14.978,1,0.0322,0.253,0.207,0.117,0.948,131.927,5z7deaTe21B7QVPhSDouL1,spotify:track:5z7deaTe21B7QVPhSDouL1,370867,4,jazz,48,294709
8,0.541,0.607,0,-8.435,1,0.0438,0.727,0.442,0.0997,0.754,104.96,0zQE77yszbyv61M4NboU2u,spotify:track:0zQE77yszbyv61M4NboU2u,406267,4,jazz,47,304131
9,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,1wl5b2lw3YagQtZiYZbQWP,spotify:track:1wl5b2lw3YagQtZiYZbQWP,193840,4,jazz,53,563117
10,0.262,0.356,0,-8.031,0,0.0303,0.613,0.0,0.175,0.426,174.176,2IdwQxhJn9ZE4zIotcCefR,spotify:track:2IdwQxhJn9ZE4zIotcCefR,187667,3,jazz,63,1362008
